mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
141.3781955242157,0.9130106389045045,0.4075954556465149,0.0038565132535864125,1.0,50,10,4,1.5,0.8,"{'subsample': 1.0, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.61650558743582,0.6149577167019028,0.6127302929628511,0.6121639987919058,0.6140893989731199,0.001742575491217802,48
119.80558401346207,0.7474616176556618,0.42621564865112305,0.005981905783896563,0.6,50,10,4,0.5,0.6,"{'subsample': 0.6, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.6235276351555421,0.6213379643612201,0.619903352461492,0.6185819993959529,0.6208377378435518,0.0018335216186490747,32
230.6613331437111,0.48115244029009235,0.4798280596733093,0.0028748594194677266,0.6,100,1,3,1.5,0.8,"{'subsample': 0.6, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.6195635759589248,0.6182422228933857,0.6131455753548777,0.6152974932044699,0.6165622168529146,0.002505171741233156,43
230.76077193021774,1.2211611718519204,0.49374866485595703,0.007681577754820971,0.6,75,1,4,5,0.8,"{'subsample': 0.6, 'n_estimators': 75, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 5, 'colsample_bytree': 0.8}",0.6229235880398671,0.621488976140139,0.6174494110540623,0.6179779522802779,0.6199599818785866,0.0023104216132864602,33
137.49367809295654,1.0729588143175937,0.3710145950317383,0.0031020267644623254,0.8,50,10,3,1.5,1.0,"{'subsample': 0.8, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 3, 'gamma': 1.5, 'colsample_bytree': 1.0}",0.6124282694050136,0.6000453035336756,0.6067275747508306,0.6077091513138024,0.6067275747508305,0.004419110790329451,60
233.24234730005264,1.589298099922381,0.44640034437179565,0.008390668579442519,0.8,50,10,5,1.5,1.0,"{'subsample': 0.8, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 1.0}",0.6229235880398671,0.6227348233162187,0.6219042585321655,0.6196768347931139,0.6218098761703412,0.0012898308899015828,29
239.54991215467453,0.3794417156577333,0.4554504156112671,0.0053709210252492895,0.6,50,10,5,2,1.0,"{'subsample': 0.6, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 5, 'gamma': 2, 'colsample_bytree': 1.0}",0.6259815765629719,0.6247357293868921,0.6234143763213531,0.6219042585321655,0.6240089852008457,0.0015167982614138712,27
149.65241998434067,1.0753530242648148,0.4673561453819275,0.007904659569095194,0.6,50,5,5,2,0.6,"{'subsample': 0.6, 'n_estimators': 50, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 2, 'colsample_bytree': 0.6}",0.6355708245243129,0.6331923890063424,0.6304364240410752,0.6311159770462096,0.632578903654485,0.0020036421788415734,11
87.36746728420258,0.24992429875124775,0.38642555475234985,0.003264829893702312,0.8,50,10,3,1.5,0.6,"{'subsample': 0.8, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 3, 'gamma': 1.5, 'colsample_bytree': 0.6}",0.6123905164602839,0.609823316218665,0.6116354575656902,0.6092192691029901,0.6107671398369072,0.0012919011350248028,57
307.03473365306854,0.9117254000682029,0.5525757670402527,0.009868829808615216,0.6,100,1,4,2,0.8,"{'subsample': 0.6, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 2, 'colsample_bytree': 0.8}",0.6303231652068861,0.6272651766837813,0.6228858350951374,0.6240939293264874,0.626142026578073,0.0028957240769279433,22
275.90977561473846,1.834677385500268,0.6501657366752625,0.007904261913084893,1.0,100,1,5,1,0.6,"{'subsample': 1.0, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'gamma': 1, 'colsample_bytree': 0.6}",0.6407052250075506,0.6399501661129569,0.633607671398369,0.6372319540924192,0.6378737541528239,0.0027811905371055733,3
217.29827946424484,0.3663833876963419,0.560673713684082,0.006535908709760276,1.0,100,5,4,1,0.6,"{'subsample': 1.0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 0.6}",0.6286242826940501,0.6288130474176986,0.6265101177891875,0.6247357293868921,0.6271707943219571,0.0016715007027531827,18
214.41509979963303,0.977183963385162,0.4273234009742737,0.003219985183645614,0.6,75,5,3,1.5,1.0,"{'subsample': 0.6, 'n_estimators': 75, 'min_child_weight': 5, 'max_depth': 3, 'gamma': 1.5, 'colsample_bytree': 1.0}",0.6160903050437934,0.6140516460283902,0.6114466928420417,0.6127302929628511,0.613579734219269,0.0017173440675655037,50
289.05439388751984,1.6143119376628479,0.5476182103157043,0.015000332558155555,0.6,75,10,5,2,0.8,"{'subsample': 0.6, 'n_estimators': 75, 'min_child_weight': 10, 'max_depth': 5, 'gamma': 2, 'colsample_bytree': 0.8}",0.6373452129266083,0.6360238598610691,0.6306251887647236,0.6325505889459377,0.6341362126245846,0.002678730390623255,9
147.6685780286789,0.20872302399396708,0.4649844169616699,0.010303025954454674,0.6,50,10,5,1,0.6,"{'subsample': 0.6, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 5, 'gamma': 1, 'colsample_bytree': 0.6}",0.6356085774690425,0.6331923890063424,0.6303231652068861,0.6312669888251283,0.6325977801268499,0.0020225812022132243,10
149.9632204771042,0.9981377510491426,0.46633780002593994,0.008689764288604674,0.6,50,1,5,1.5,0.6,"{'subsample': 0.6, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 0.6}",0.6352688009664754,0.6333434007852613,0.6303986710963455,0.6311537299909393,0.6325411507097554,0.001910421174212059,12
116.08582270145416,0.8715656064031811,0.37840962409973145,0.0031280965200352895,0.6,50,5,3,0.5,0.8,"{'subsample': 0.6, 'n_estimators': 50, 'min_child_weight': 5, 'max_depth': 3, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.6126925400181215,0.6109559045605557,0.6064633041377228,0.6100120809423135,0.6100309574146784,0.002273106651886277,58
306.0478530526161,1.1175689092712677,0.5596278309822083,0.003398319013071875,0.6,100,5,4,2,0.8,"{'subsample': 0.6, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 2, 'colsample_bytree': 0.8}",0.630096647538508,0.6272651766837813,0.6229235880398671,0.6241316822712172,0.6261042736333434,0.0027970798530627433,23
81.35084789991379,0.579305353616309,0.3631622791290283,0.00898978907357584,1.0,50,1,3,5,0.6,"{'subsample': 1.0, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 5, 'colsample_bytree': 0.6}",0.6162413168227122,0.6110314104500151,0.6109181516158261,0.6106538810027182,0.612211189972818,0.0023308239728510685,55
238.59142476320267,1.149106033647832,0.5864949822425842,0.011937968406489157,0.6,100,1,4,0.5,0.6,"{'subsample': 0.6, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.6295303533675627,0.630096647538508,0.6249622470552703,0.6260570824524313,0.6276615826034431,0.0021956023400787608,17
161.99336737394333,1.2517509607091433,0.476850688457489,0.006045640961126975,1.0,100,5,3,5,0.6,"{'subsample': 1.0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 3, 'gamma': 5, 'colsample_bytree': 0.6}",0.6210736937481124,0.6191860465116279,0.6159392932648746,0.6158260344306856,0.6180062669888251,0.002226363684862024,37
115.6133223772049,0.7099612318016056,0.4267396330833435,0.008951117033878459,0.8,50,5,4,1.5,0.6,"{'subsample': 0.8, 'n_estimators': 50, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 1.5, 'colsample_bytree': 0.6}",0.6216399879190577,0.6197523406825732,0.6188462700090607,0.6183932346723044,0.6196579583207491,0.0012445594783960414,34
345.3390107154846,3.375666206968354,0.5333466529846191,0.007675823239034423,1.0,100,5,4,1,1.0,"{'subsample': 1.0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 1.0}",0.6275294472968892,0.6250377529447297,0.6238674116581093,0.6227348233162187,0.6247923588039868,0.0017776987377211772,26
157.03747165203094,0.7387363582275135,0.4135524034500122,0.0019693550740913965,1.0,75,1,3,2,0.8,"{'subsample': 1.0, 'n_estimators': 75, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 2, 'colsample_bytree': 0.8}",0.6166943521594684,0.6126170341286621,0.6114844457867714,0.6134475989127152,0.6135608577469043,0.001938678960505535,51
296.7103263139725,0.9365142332640285,0.5495653748512268,0.007914828373821417,0.8,100,5,4,1.5,0.8,"{'subsample': 0.8, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.6298323769254002,0.6289640591966174,0.6244337058290547,0.6241316822712172,0.6268404560555723,0.0025783319636743947,19
296.80187022686005,1.0366323036582592,0.6625189781188965,0.006087753018595586,0.6,100,10,5,2,0.6,"{'subsample': 0.6, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 5, 'gamma': 2, 'colsample_bytree': 0.6}",0.6415357897916037,0.6406674720628209,0.6356463304137723,0.6386665659921474,0.6391290395650862,0.002263976923537489,2
190.3158973455429,1.1811833553529418,0.45580828189849854,0.0026883910065656842,0.8,50,5,5,5,0.8,"{'subsample': 0.8, 'n_estimators': 50, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.8}",0.6312292358803987,0.6293415886439142,0.6270764119601329,0.6253775294472969,0.6282561914829357,0.002218989343383582,15
191.0466330051422,1.7972026354095636,0.4160178303718567,0.0006482320207852042,1.0,75,5,3,5,1.0,"{'subsample': 1.0, 'n_estimators': 75, 'min_child_weight': 5, 'max_depth': 3, 'gamma': 5, 'colsample_bytree': 1.0}",0.6161280579885231,0.6116354575656902,0.6121639987919058,0.6104651162790697,0.6125981576562971,0.002128693687240924,53
140.47773677110672,0.628361425935169,0.4101864695549011,0.003296124229678585,1.0,50,5,4,1.5,0.8,"{'subsample': 1.0, 'n_estimators': 50, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.6165433403805497,0.6151464814255512,0.6128435517970402,0.6121639987919058,0.6141743430987617,0.0017585285587940916,47
236.35512852668762,1.6999165006054482,0.45115429162979126,0.0049856653271572945,0.8,50,1,5,0.5,1.0,"{'subsample': 0.8, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 5, 'gamma': 0.5, 'colsample_bytree': 1.0}",0.6232633645424344,0.6223950468136514,0.6218287526427061,0.6196390818483841,0.6217815614617941,0.0013383339034198196,30
275.43062621355057,0.7328968685880873,0.6380053162574768,0.004590099142924041,1.0,100,10,5,1,0.6,"{'subsample': 1.0, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 5, 'gamma': 1, 'colsample_bytree': 0.6}",0.6403276955602537,0.6399501661129569,0.6333056478405316,0.6372319540924192,0.6377038659015403,0.0028061258696611244,5
155.69657868146896,1.206377581731546,0.4214487075805664,0.00488360888756842,0.6,50,5,4,1.5,0.8,"{'subsample': 0.6, 'n_estimators': 50, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.6197523406825732,0.6187330111748717,0.6159392932648746,0.6163545756569012,0.6176948051948051,0.0015960389477445041,39
258.04572385549545,1.4542338039884684,0.46762406826019287,0.0059339785588410805,1.0,75,10,4,1,1.0,"{'subsample': 1.0, 'n_estimators': 75, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 1.0}",0.6208094231350045,0.6162790697674418,0.6168076109936576,0.6152597402597403,0.617288961038961,0.0021073068468370104,41
272.91324627399445,0.8175481976022109,0.47060835361480713,0.007345458873551792,0.8,100,5,3,5,1.0,"{'subsample': 0.8, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 3, 'gamma': 5, 'colsample_bytree': 1.0}",0.6191860465116279,0.6164300815463606,0.6134098459679855,0.6140138930836605,0.6157599667774086,0.002278097743276076,46
195.1409010887146,1.0967115795865836,0.4616643786430359,0.005729499403924282,0.6,50,5,5,1,0.8,"{'subsample': 0.6, 'n_estimators': 50, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 1, 'colsample_bytree': 0.8}",0.6298701298701299,0.6309272123225612,0.6269631531259439,0.6270764119601329,0.628709226819692,0.0017307522420215474,14
213.54828161001205,1.7339364225943972,0.41947609186172485,0.004847215378892404,0.6,75,1,3,5,1.0,"{'subsample': 0.6, 'n_estimators': 75, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 5, 'colsample_bytree': 1.0}",0.6162035638779825,0.6140138930836605,0.6112201751736636,0.6126170341286621,0.6135136665659922,0.0018405044561470886,52
109.61385768651962,0.8253595536331845,0.41281867027282715,0.0071927481803276865,1.0,50,10,4,0.5,0.6,"{'subsample': 1.0, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.6231501057082452,0.6187330111748717,0.6172983992751434,0.6185064935064936,0.6194220024161885,0.0022204340764388326,35
479.8051345348358,3.045559566576033,0.6223101615905762,0.004077921657208062,0.6,100,5,5,5,1.0,"{'subsample': 0.6, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 1.0}",0.6402521896707943,0.6379115070975536,0.6329658713379643,0.6342494714587738,0.6363447598912716,0.00289524721575394,7
178.89274936914444,0.6127996042155643,0.443872332572937,0.002030728106137897,1.0,50,10,5,2,0.8,"{'subsample': 1.0, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 5, 'gamma': 2, 'colsample_bytree': 0.8}",0.631795530051344,0.6265478707339173,0.6243204469948656,0.6222440350347327,0.6262269707037149,0.0035570507176981305,21
383.9534013867378,1.0718028511956823,0.6284696459770203,0.0026095230339741884,0.6,100,10,5,1.5,0.8,"{'subsample': 0.6, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.6395726366656599,0.639799154334038,0.6349667774086378,0.6365901540320145,0.6377321806100875,0.002037850487622201,4
272.5317388176918,1.1519275395499147,0.4762263894081116,0.004562776915050096,0.8,100,10,3,0.5,1.0,"{'subsample': 0.8, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 3, 'gamma': 0.5, 'colsample_bytree': 1.0}",0.6190350347327092,0.6169963757173059,0.6137496224705528,0.6140516460283902,0.6159581697372395,0.0021827438889495242,45
440.46140533685684,2.565029489827895,0.597990095615387,0.004460083918235626,1.0,100,5,5,1.5,1.0,"{'subsample': 1.0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 1.0}",0.6391573542736333,0.6388553307157958,0.6319465418302628,0.6341362126245847,0.6360238598610691,0.003083169994035489,8
273.76681888103485,2.5306473870136745,0.47441285848617554,0.002975314567060051,0.8,100,1,3,1,1.0,"{'subsample': 0.8, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 1, 'colsample_bytree': 1.0}",0.619299305345817,0.6164678344910903,0.6140138930836605,0.6144291754756871,0.6160525520990637,0.0020919696671343538,44
173.57092660665512,1.3541511323644475,0.5005996227264404,0.008358796103415748,0.8,75,1,4,1,0.6,"{'subsample': 0.8, 'n_estimators': 75, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 0.6}",0.6251887647236485,0.6243204469948656,0.6216399879190577,0.6217154938085171,0.6232161733615222,0.0015689914442944782,28
309.6865735054016,1.6320787927573526,0.5555714964866638,0.002252043266897918,0.6,100,1,4,1.5,0.8,"{'subsample': 0.6, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.6303231652068861,0.6277182120205376,0.6230368468740561,0.6240939293264874,0.6262930383569918,0.002903097737723116,20
120.7729001045227,0.9901071795214114,0.43100839853286743,0.001547430072868969,1.0,75,10,3,2,0.6,"{'subsample': 1.0, 'n_estimators': 75, 'min_child_weight': 10, 'max_depth': 3, 'gamma': 2, 'colsample_bytree': 0.6}",0.6182422228933857,0.6129190576864996,0.6126170341286621,0.6122395046813651,0.6140044548474781,0.0024584929503579022,49
231.38728415966034,1.5459344641330368,0.5764016509056091,0.005441483443694757,0.8,100,5,4,1,0.6,"{'subsample': 0.8, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 0.6}",0.6298323769254002,0.6309272123225612,0.6259815765629719,0.6255285412262156,0.6280674267592872,0.002350007092982988,16
219.21079677343369,5.545353769611989,0.2968684434890747,0.0032363664095475257,0.8,50,10,5,0.5,1.0,"{'subsample': 0.8, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 5, 'gamma': 0.5, 'colsample_bytree': 1.0}",0.6229235880398671,0.6228858350951374,0.6219797644216248,0.6190727876774388,0.6217154938085171,0.0015718559930207143,31
200.05974620580673,8.293023243983999,0.30685102939605713,0.003609508889059903,1.0,75,10,4,1.5,1.0,"{'subsample': 1.0, 'n_estimators': 75, 'min_child_weight': 10, 'max_depth': 4, 'gamma': 1.5, 'colsample_bytree': 1.0}",0.6208094231350045,0.6167321051041982,0.6168076109936576,0.6154862579281184,0.6174588492902446,0.0020043533996041063,40
79.2347822189331,5.355789619373619,0.24781936407089233,0.0029242973451442857,0.6,50,1,3,0.5,0.6,"{'subsample': 0.6, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 3, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.6140893989731199,0.6100875868317729,0.6092947749924494,0.6105783751132589,0.6110125339776503,0.0018345173257413442,56
